"	amplitude_id","	user_id","	carrier","	city","	country","	device","	device_type","	dma","	ip_address","	language","	library","	os","	paying","	platform","	region","	start_version","	version","	gp:ApiTapi Sync","	gp:[Apphud] autorenew-Untitled","	gp:[Apphud] paying","	gp:[Apphud] payments_count","	gp:[Apphud] status-Untitled","	gp:[Apphud] total_spent","	gp:[AppsFlyer] adgroup name","	gp:[AppsFlyer] campaign","	gp:[AppsFlyer] creative name","	gp:[AppsFlyer] installed at","	gp:[AppsFlyer] media source","	gp:[AppsFlyer] network name","	gp:[AppsFlyer] search term","	gp:launchScreenVariations","	gp:paywallPosition","	gp:paywallVariations","	gp:pushNotificationsGranted","	gp:push_access","	gp:sex"
"	163121851626","	55DD2B09-34AC-4E04-BC69-46B67DD47865","	Rogers","	Burlington","	Canada","	Apple iPhone","	iPhone 11 Pro Max","	","	72.136.107.133","	English","	amplitude-ios/4.8.2","	ios 13.4.1","	","	iOS","	Ontario","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	None","	","	2020-06-01 05:07:28.976","	AppStoreSweetLP","	AppStoreSweetLP","	","	","	old","	2","	True","	granted","	male"
"	163122240793","	25F76CF3-A306-4E50-8FDD-33DF2D40801A","	Verizon","	Alvin","	United States","	Apple iPhone","	Apple iPhone 7 Plus","	Houston, TX","	23.117.110.70","	English","	amplitude-ios/4.8.2","	ios 13.5","	","	iOS","	Texas","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Age, US, Male, 18-24, purchase","	N/A","	test7","	2020-06-01 05:11:10.669","	Organic","	organic","	","	","	old","	5","	True","	granted","	male"
"	163122374723","	25F9D038-4DD3-4746-A838-F24118FC609B","	TELUS","	Calgary","	Canada","	Apple iPhone","	iPhone 11","	","	108.173.125.152","	English","	amplitude-ios/4.8.2","	ios 13.5","	","	iOS","	Alberta","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	None","	","	2020-06-01 05:12:28.668","	AppStoreSweetLP","	AppStoreSweetLP","	","	","	old","	0","	True","	granted","	male"
"	163122385296","	8AE5C830-4D4B-44ED-9370-3782F26440CE","	AT&T","	Afton","	United States","	Apple iPhone","	Apple iPhone 8","	Joplin, MO-Pittsburg, KS","	208.114.67.84","	English","	amplitude-ios/4.8.2","	ios 13.4.1","	","	iOS","	Oklahoma","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	App Install, United States, Female, 18+","	N/A","	14-04-20-9","	2020-06-01 05:12:35.477","	Organic","	organic","	","	","	old","	1","	True","	granted","	male"
"	163122464262","	EDC02BDF-B28D-4E60-AE84-D50474AEA868","	TFW","	Spencer","	United States","	Apple iPhone","	Apple iPhone SE","	Sioux City, IA","	208.126.100.49","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Iowa","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	App Install, United States, Female, 18+","	N/A","	15-04-20-1","	2020-06-01 05:13:18.529","	Organic","	organic","	","	","	old","	0","	True","	granted","	female"
"	163122721914","	A4C84DC7-684F-482B-AB5B-D3713CE699BF","	AirTel","	Mumbai","	India","	Apple iPhone","	Apple iPhone 7 Plus","	","	27.60.161.47","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Maharashtra","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Geo,WW, Male, 18+, purchase","	N/A","	test_15_04_2","	2020-06-01 05:15:37.319","	Organic","	organic","	","	","	old","	1","	True","	granted","	male"
"	163122818021","	11969B71-9042-4131-87BB-20F968EF2EC2","	Verizon","	New Orleans","	United States","	Apple iPhone","	Apple iPhone 7","	New Orleans, LA","	174.240.135.85","	English","	http/1.0","	ios 13.3","	","	iOS","	Louisiana","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	D2_App Install, United States, Male, 18+","	N/A","	test3","	2020-06-01 05:16:31.618","	Organic","	organic","	","	","	old","	2","	True","	granted","	male"
"	163122825912","	C921A494-D03B-490A-816B-7E81319C887D","	Metro","	Frisco","	United States","	Apple iPhone","	Apple iPhone 8 Plus","	Dallas-Ft. Worth, TX","	75.38.16.156","	Spanish","	http/1.0","	ios 13.4.1","	","	iOS","	Texas","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	N/A","	","	2020-06-01 05:16:37.971","	Organic","	organic","	","	","	old","	3","	False","	","	male"
"	163123142640","	9F6DA86B-CD1D-4CAB-9AEF-52473717F523","	Verizon","	Dallas","	United States","	Apple iPhone","	iPhone XR","	Dallas-Ft. Worth, TX","	174.197.73.17","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Texas","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Age, US, Male, 18-24, purchase","	N/A","	test7","	2020-06-01 05:19:34.799","	Organic","	organic","	","	","	old","	1","	False","	","	male"
"	163123287642","	9B6E5AAF-2858-46E9-B2BB-A4CCA0761BEA","	Tele2","	Moscow","	Russia","	Apple iPhone","	iPhone 11","	","	185.61.76.84","	Russian","	http/1.0","	ios 13.4.1","	","	iOS","	Moscow","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	N/A","	","	2020-06-01 05:20:56.136","	Organic","	organic","	","	","	old","	1","	False","	","	male"
"	163123291782","	4F8443C6-36D0-4D11-A8F5-24704B8232E3","	AirTel","	Ludhiana","	India","	Apple iPhone","	iPhone 11 Pro","	","	106.211.82.178","	English","	http/1.0","	ios 13.5","	","	iOS","	Punjab","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Geo,WW, Male, 18+, purchase","	N/A","	test_15_04_2","	2020-06-01 05:20:58.760","	Organic","	organic","	","	","	old","	0","	True","	granted","	male"
"	163123486671","	FBB6E7D6-D6A2-4F61-93EC-E63B0A05375A","	TFW","	","	United States","	Apple iPhone","	Apple iPhone 7","	","	184.62.225.233","	English","	http/1.0","	ios 13.4.1","	","	iOS","	","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	D2_App Install, United States, Male, 18+","	N/A","	test3","	2020-06-01 05:22:44.468","	Organic","	organic","	","	","	old","	2","	False","	","	male"
"	163123549306","	41BE48D8-17E9-42BE-9292-F58F7B95BE11","	Freedom Mobile","	Windsor","	Canada","	Apple iPhone","	iPhone XR","	","	24.57.13.154","	English","	http/1.0","	ios 13.3.1","	","	iOS","	Ontario","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	None","	","	2020-06-01 05:23:17.549","	AppStoreSweetLP","	AppStoreSweetLP","	","	","	old","	3","	True","	granted","	male"
"	163123601175","	322C2218-D30D-4BDE-8789-22DD92435A00","	AT&T","	","	United States","	Apple iPhone","	Apple iPhone XS Max","	","	107.77.233.122","	English","	amplitude-ios/4.8.2","	ios 13.3.1","	","	iOS","	Georgia","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	","	","	","	","	","	","	","	old","	1","	False","	","	"
"	163123681623","	365DA9FA-61AF-4D91-B320-4F686E4BD4D0","	CLARO","	Guayaquil","	Ecuador","	Apple iPhone","	Apple iPhone 6s","	","	201.183.29.229","	Spanish","	http/1.0","	ios 13.4.1","	","	iOS","	Provincia del Guayas","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	N/A","	","	2020-06-01 05:24:34.714","	Organic","	organic","	","	","	old","	0","	True","	granted","	male"
"	163123694726","	CA23EC3D-83D4-4C0C-BE93-1E6E35209964","	Spark NZ","	Auckland","	New Zealand","	Apple iPhone","	iPhone 11 Pro","	","	118.92.0.97","	English","	amplitude-ios/4.8.2","	ios 13.5","	","	iOS","	Auckland","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	None","	","	2020-06-01 05:24:43.304","	AppStoreSweetLP","	AppStoreSweetLP","	","	","	old","	5","	False","	granted","	male"
"	163123832046","	5AE9B8DC-7F30-4D5A-B4EB-39FAFBCA955D","	Ufone","	Karachi","	Pakistan","	Apple iPhone","	Apple iPhone X","	","	119.160.117.23","	English","	http/1.0","	ios 13.1.3","	","	iOS","	Sindh","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Geo_2, WW, Male, 18+, purchase","	N/A","	test7","	2020-06-01 05:25:59.021","	Organic","	organic","	","	","	old","	1","	True","	granted","	male"
"	163124226557","	C593BF96-3806-4F5B-823C-A436F4CB614E","	TELUS","	Toronto","	Canada","	Apple iPhone","	iPhone XR","	","	142.184.164.105","	English","	amplitude-ios/4.8.2","	ios 13.5.1","	","	iOS","	Ontario","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	None","	","	2020-06-01 05:29:56.977","	AppStoreSweetLP","	AppStoreSweetLP","	","	","	old","	0","	False","	denied","	male"
"	163124335348","	7074F54B-9DE9-4513-8D08-9D2B6E047C13","	Spark NZ","	Auckland","	New Zealand","	Apple iPhone","	iPhone 11 Pro","	","	118.92.0.97","	English","	appsflyer","	ios 13.5","	","	iOS","	Auckland","	2.10","	2.10","	True","	","	","	","	","	","	","	N/A","	","	2020-06-01 05:30:59.077","	Organic","	organic","	","	","	old","	5","	False","	","	"
"	163124412769","	D489D465-ED79-4574-AC0F-AB3A4A2AB07F","	T-Mobile","	Lancaster","	United States","	Apple iPhone","	iPhone 11","	Los Angeles, CA","	142.129.53.74","	English","	apphud","	ios 13.4.1","	true","	iOS","	California","	2.10","	2.10","	True","	False","	True","	1","	expired","	41.99","	Test INT_2, US, Male, 18+, purchase","	N/A","	test7","	2020-06-01 05:31:45.392","	Organic","	organic","	","	","	old","	1","	True","	granted","	male"
"	163124465649","	9EC500DA-B853-40ED-96BD-51B7C2B81649","	O2","	Saint Neots","	United Kingdom","	Apple iPhone","	iPhone 11","	","	109.154.46.131","	English","	amplitude-ios/4.8.2","	ios 13.4.1","	","	iOS","	Cambridgeshire","	2.10","	2.10","	True","	","	","	","	","	","	","	","	","	","	","	","	","	","	old","	2","	False","	","	"
"	163124469546","	7F9D1B78-FDA4-44CD-8D5B-A544C3217EE9","	Sprint","	Elkridge","	United States","	Apple iPhone","	Apple iPhone X","	Baltimore, MD","	99.203.17.39","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Maryland","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test INT, US, Male, 18+, install","	N/A","	test7","	2020-06-01 05:32:13.501","	Organic","	organic","	","	","	old","	3","	True","	granted","	male"
"	163124722741","	691DE726-AC75-4C98-A764-E2F871A7934C","	AT&T","	Somerset","	United States","	Apple iPhone","	iPhone 11 Pro","	Johnstown-Altoona, PA","	98.236.56.94","	English","	http/1.0","	ios 13.5","	","	iOS","	Pennsylvania","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Age_2, US, Male, 25+, purchase","	N/A","	test7","	2020-06-01 05:34:44.066","	Organic","	organic","	","	","	old","	5","	True","	granted","	male"
"	163124981382","	BE4A4635-D0F8-4D25-A39C-9FFA1141BB96","	AT&T","	Alpharetta","	United States","	Apple iPhone","	iPhone XR","	Atlanta, GA","	107.77.236.216","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Georgia","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Age_2, US, Male, 18-24, purchase","	N/A","	test7","	2020-06-01 05:36:47.950","	Organic","	organic","	","	","	old","	0","	True","	granted","	male"
"	163125157219","	01BEDD6A-BDBE-43D0-AC01-0D446C0B058E","	AT&T","	Kailua-Kona","	United States","	Apple iPhone","	iPhone XR","	Honolulu, HI","	98.151.198.110","	English","	apphud","	ios 13.4.1","	true","	iOS","	Hawaii","	2.10","	2.10","	True","	False","	True","	1","	expired","	41.99","	Test Geo,WW, Male, 18+, purchase","	N/A","	test_15_04_2","	2020-06-01 05:38:45.164","	Organic","	organic","	","	","	old","	5","	True","	granted","	male"
"	163125330806","	491EE85D-DD60-4BFD-8356-08455FC61162","	AirTel","	Mumbai","	India","	Apple iPhone","	Apple iPhone XS Max","	","	150.107.199.216","	English","	amplitude-ios/4.8.2","	ios 13.5","	","	iOS","	Maharashtra","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Geo_2, WW, Male, 18+, purchase","	N/A","	test7","	2020-06-01 05:40:16.201","	Organic","	organic","	","	","	old","	0","	False","	","	male"
"	163125489654","	564E74E9-2C82-45B2-98EE-29A34F888A6B","	Tele2","	","	Russia","	Apple iPhone","	Apple iPhone 7","	","	176.59.99.160","	Russian","	amplitude-ios/4.8.2","	ios 13.3.1","	","	iOS","	Chuvashia","	2.10","	2.12","	True","	False","	False","	0","	none","	0.0","	","	N/A","	","	2020-06-01 05:41:39.293","	Organic","	organic","	","	new","	old","	1","	True","	granted","	male"
"	163125557909","	66A7D17A-D1A7-4926-AFD1-63EBF6064C42","	YOTA","	Tula","	Russia","	Apple iPhone","	Apple iPhone XS","	","	212.35.180.6","	Russian","	http/1.0","	ios 13.4.1","	","	iOS","	Tul'skaya Oblast'","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	N/A","	","	2020-06-01 05:42:13.845","	Organic","	organic","	","	","	old","	3","	False","	","	male"
"	163125732948","	65FEBBA8-9BD2-49E8-B3D5-4A17B53F127C","	T-Mobile","	Dallas","	United States","	Apple iPhone","	iPhone 11","	Dallas-Ft. Worth, TX","	172.58.107.183","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Texas","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Age, US, Male, 18-24, purchase","	N/A","	test7","	2020-06-01 05:43:50.191","	Organic","	organic","	","	","	old","	1","	True","	granted","	male"
"	163125765910","	50D05547-BAA4-45A7-BD00-B3C47AF3351F","	Verizon","	Phoenix","	United States","	Apple iPhone","	Apple iPhone 6s","	Phoenix, AZ","	174.72.93.193","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Arizona","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	None","	","	2020-06-01 05:44:09.568","	AppStoreSweetLP","	AppStoreSweetLP","	","	","	old","	0","	False","	denied","	male"
"	163126084381","	2AC40312-DCDD-482B-B757-EA944BDD54E1","	Comviq","	Gävle","	Sweden","	Apple iPhone","	Apple iPhone 6s Plus","	","	155.4.214.244","	English","	http/1.0","	ios 13.5","	","	iOS","	Gävleborg County","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Geo_2, WW, Male, 18+, purchase","	N/A","	test7","	2020-06-01 05:47:03.898","	Organic","	organic","	","	","	old","	1","	True","	granted","	male"
"	163126097706","	5AD3E17B-63B2-49CD-9965-FCDDABDDE17D","	Sprint","	Phoenix","	United States","	Apple iPhone","	iPhone XR","	Phoenix, AZ","	68.106.255.234","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Arizona","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test INT_2, US, Male, 18+, purchase","	N/A","	test7","	2020-06-01 05:47:12.310","	Organic","	organic","	","	","	old","	2","	False","	","	male"
"	163126151264","	F5F8966C-0C72-4D7C-9E4A-9AD9C6D5D120","	Rogers","	Fort Erie","	Canada","	Apple iPhone","	Apple iPhone 8","	","	173.238.121.129","	English","	http/1.0","	ios 13.3.1","	","	iOS","	Ontario","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Geo_2, WW, Male, 18+, purchase","	N/A","	test7","	2020-06-01 05:47:42.224","	Organic","	organic","	","	","	old","	3","	True","	granted","	male"
"	163126269166","	C666EAE7-784B-4336-9E91-50FF8BC1A0B5","	AT&T","	Claremore","	United States","	Apple iPhone","	Apple iPhone 6s","	Tulsa, OK","	98.172.250.190","	English","	http/1.0","	ios 13.1.3","	","	iOS","	Oklahoma","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	D2_App Install, United States, Male, 18+","	N/A","	test3","	2020-06-01 05:48:49.467","	Organic","	organic","	","	","	old","	5","	True","	granted","	male"
"	163126363193","	307BF411-807B-4C2F-81E9-F8EFE573F809","	Sprint","	Georgetown","	United States","	Apple iPhone","	Apple iPhone 8 Plus","	Austin, TX","	47.221.178.152","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Texas","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	None","	","	2020-06-01 05:49:45.192","	AppStoreSweetLP","	AppStoreSweetLP","	","	","	old","	0","	True","	granted","	male"
"	163127029638","	088E4D0E-599B-49C2-8E4F-E415E6756690","	Virgin","	Calgary","	Canada","	Apple iPhone","	iPhone XR","	","	75.158.196.81","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Alberta","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	None","	","	2020-06-01 05:55:45.335","	AppStoreSweetLP","	AppStoreSweetLP","	","	","	old","	0","	False","	denied","	male"
"	163127135147","	FB2FF3AD-18CD-4A36-9D9E-B4D79A29A057","	EE","	Camden","	United Kingdom","	Apple iPhone","	Apple iPhone 7","	","	80.47.114.172","	English","	http/1.0","	ios 13.3.1","	","	iOS","	Camden","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	None","	","	2020-06-01 05:56:44.295","	AppStoreSweetLP","	AppStoreSweetLP","	","	","	old","	1","	False","	","	"
"	163127162032","	AB48F704-7BFD-47A7-B29C-5797CB3EAB98","	AT&T","	","	United States","	Apple iPhone","	Apple iPhone XS","	","	107.77.197.13","	English","	amplitude-ios/4.8.2","	ios 13.4.1","	","	iOS","	Texas","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test INT_2, US, Male, 18+, purchase","	N/A","	test7","	2020-06-01 05:57:00.453","	Organic","	organic","	","	","	old","	2","	True","	granted","	male"
"	163127271750","	A3BBF117-E631-4BB2-A902-2DFADB89FA53","	Mobile TeleSystems","	Novosibirsk","	Russia","	Apple iPhone","	Apple iPhone SE","	","	213.87.122.101","	Russian","	http/1.0","	ios 13.3","	","	iOS","	Novosibirsk Oblast","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	N/A","	","	2020-06-01 05:58:00.822","	Organic","	organic","	","	","	old","	3","	True","	granted","	male"
"	163127553210","	290A266E-8287-4B39-9FCB-2AB89C02C2F3","	Verizon","	Omaha","	United States","	Apple iPhone","	Apple iPhone 7","	Omaha, NE","	174.74.15.26","	English","	http/1.0","	ios 13.3.1","	","	iOS","	Nebraska","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	D2_App Install, United States, Male, 18+","	N/A","	test3","	2020-06-01 06:00:39.398","	Organic","	organic","	","	","	old","	5","	False","	","	male"
"	163127579853","	886746C1-BC1E-4205-9FB7-A637E3CB5F49","	AT&T","	Saint Paul","	United States","	Apple iPhone","	iPhone XR","	Minneapolis-St. Paul, MN","	131.93.30.166","	English","	http/1.0","	ios 13.3.1","	","	iOS","	Minnesota","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Age, US, Male, 18-24, purchase","	N/A","	test7","	2020-06-01 06:00:52.431","	Organic","	organic","	","	","	old","	0","	False","	","	male"
"	163127626936","	B7F77831-8B93-459F-81D9-38F4AD150F50","	TFW","	Ojai","	United States","	Apple iPhone","	Apple iPhone 6s Plus","	Los Angeles, CA","	174.254.196.29","	English","	amplitude-ios/4.8.2","	ios 13.4.1","	","	iOS","	California","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Age_2, US, Male, 25+, purchase","	N/A","	test7","	2020-06-01 06:01:19.594","	Organic","	organic","	","	","	old","	0","	True","	granted","	male"
"	163128066926","	5C3AB334-7269-4A59-AD75-51F9C47B736F","	Sprint","	Jersey City","	United States","	Apple iPhone","	iPhone XR","	New York, NY","	73.29.152.35","	English","	http/1.0","	ios 13.4.1","	","	iOS","	New Jersey","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	None","	","	2020-06-01 06:05:27.552","	AppStoreSweetLP","	AppStoreSweetLP","	","	","	old","	1","	True","	granted","	male"
"	163128239453","	3DAF44DB-A3B1-4000-93EF-53CFE3CAEC3E","	Verizon","	Omaha","	United States","	Apple iPhone","	Apple iPhone 7 Plus","	Omaha, NE","	174.217.21.72","	English","	http/1.0","	ios 13.5","	","	iOS","	Nebraska","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	D2_App Install, United States, Male, 18+","	N/A","	test3","	2020-06-01 06:06:51.760","	Organic","	organic","	","	","	old","	2","	False","	","	"
"	163128486709","	C0686652-C315-4349-A379-3D2839A2214A","	Jio","	Patna","	India","	Apple iPhone","	Apple iPhone X","	","	47.9.240.63","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Bihar","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Geo_2, WW, Male, 18+, purchase","	N/A","	test7","	2020-06-01 06:09:17.451","	Organic","	organic","	","	","	old","	5","	False","	","	male"
"	163128641883","	F3046551-0AA7-48BD-A629-AD4E186B8978","	OPTUS","	Brisbane","	Australia","	Apple iPhone","	Apple iPhone X","	","	49.182.12.109","	English","	amplitude-ios/4.8.2","	ios 13.6","	true","	iOS","	Queensland","	2.10","	2.12","	True","	False","	True","	2","	expired","	37.87","	","	None","	","	2020-06-01 06:10:46.608","	AppStoreSweetLP","	AppStoreSweetLP","	","	new","	old","	1","	True","	granted","	male"
"	163128678484","	63DDF4D3-4C93-4459-8A68-0D970BC44295","	Tele2","	Omsk","	Russia","	Apple iPhone","	Apple iPhone 7 Plus","	","	188.232.124.18","	Russian","	http/1.0","	ios 13.4.1","	","	iOS","	Omskaya Oblast'","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	N/A","	","	2020-06-01 06:11:05.794","	Organic","	organic","	","	","	old","	0","	True","	granted","	female"
"	163128706489","	E0332543-C053-4CA2-8C26-7176686342E9","	Telcel","	Guadalajara","	Mexico","	Apple iPhone","	Apple iPhone 6s","	","	177.241.43.137","	Spanish","	http/1.0","	ios 13.5","	","	iOS","	Jalisco","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	N/A","	","	2020-06-01 06:11:21.881","	Organic","	organic","	","	","	old","	1","	False","	","	male"
"	163128832449","	562DD0C9-AB3A-4AAE-9D62-0FF521F71D7D","	Vodafone India","	Bhopal","	India","	Apple iPhone","	Apple iPhone 5s","	","	122.168.163.144","	English","	http/1.0","	ios 12.4.6","	","	iOS","	Madhya Pradesh","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Geo_2, WW, Male, 18+, purchase","	N/A","	test7","	2020-06-01 06:12:31.935","	Organic","	organic","	","	","	old","	2","	True","	granted","	male"
"	163128909445","	EF5B1DFB-3ADF-4030-89DC-BF792E5E5CDC","	Verizon","	Idaho Falls","	United States","	Apple iPhone","	Apple iPhone 6s Plus","	Idaho Falls-Pocatello, ID","	174.126.253.113","	English","	http/1.0","	ios 13.3.1","	","	iOS","	Idaho","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Age_2, US, Male, 25+, purchase","	N/A","	test7","	2020-06-01 06:13:17.585","	Organic","	organic","	","	","	old","	3","	False","	","	"
"	163128917201","	1DC8365F-6E35-4D65-B6A2-862569A7B54A","	Verizon","	Clarkston","	United States","	Apple iPhone","	Apple iPhone 7","	Detroit, MI","	174.230.2.81","	English","	http/1.0","	ios 13.2.3","	","	iOS","	Michigan","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test INT, US, Male, 18+, install","	N/A","	test7","	2020-06-01 06:13:20.778","	Organic","	organic","	","	","	old","	0","	False","	","	male"
"	163128986331","	F72BE800-3588-40E9-98A0-AC14BED07C48","	Verizon","	Santee","	United States","	Apple iPhone","	Apple iPhone XS Max","	San Diego, CA","	68.107.81.242","	English","	http/1.0","	ios 13.4.1","	","	iOS","	California","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Age, US, Male, 18-24, purchase","	N/A","	test7","	2020-06-01 06:13:58.937","	Organic","	organic","	","	","	old","	5","	False","	","	male"
"	163129062374","	F3D729FE-4EB1-4333-9104-E57357D19BF1","	U.S. Cellular","	Knoxville","	United States","	Apple iPhone","	Apple iPhone 8","	Knoxville, TN","	96.38.111.39","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Tennessee","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	D2_App Install, United States, Male, 18+","	N/A","	test3","	2020-06-01 06:14:41.288","	Organic","	organic","	","	","	old","	1","	True","	granted","	male"
"	163129379001","	A18A3C11-5F66-420D-9642-C2EF861B0495","	T-Mobile","	Phoenix","	United States","	Apple iPhone","	Apple iPhone 7 Plus","	Phoenix, AZ","	184.98.228.120","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Arizona","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	D2_App Install, United States, Male, 18+","	N/A","	test3","	2020-06-01 06:17:37.048","	Organic","	organic","	","	","	old","	1","	True","	granted","	male"
"	163129438972","	949BFC0A-6ED6-4934-9943-473DBC9C2AE9","	STC","	","	United States","	Apple iPhone","	Apple iPhone 8 Plus","	","	8.45.45.27","	English","	http/1.0","	ios 13.5","	","	iOS","	","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	App Install, United States, Female, 18+","	N/A","	15-04-20-1","	2020-06-01 06:18:08.348","	Organic","	organic","	","	","	old","	2","	False","	","	"
"	163129644951","	1DA2F620-1C6C-4D5A-9A83-2D70F6F00805","	AT&T","	Hyattsville","	United States","	Apple iPhone","	iPhone 11 Pro Max","	Washington, DC (Hagerstown, MD)","	107.77.204.67","	English","	http/1.0","	ios 13.3.1","	","	iOS","	Maryland","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Age_2, US, Male, 18-24, purchase","	N/A","	test7","	2020-06-01 06:20:05.245","	Organic","	organic","	","	","	old","	3","	True","	granted","	male"
"	163129871415","	0FFE72C3-0889-4F9E-81A5-A92A124685E8","	Telcel","	Coyoacán","	Mexico","	Apple iPhone","	Apple iPhone 6s","	","	187.188.9.194","	English","	amplitude-ios/4.8.2","	ios 13.5","	","	iOS","	Mexico City","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Geo_2, WW, Male, 18+, purchase","	N/A","	test7","	2020-06-01 06:22:08.744","	Organic","	organic","	","	","	old","	5","	True","	granted","	male"
"	163130253812","	B0807301-1553-4413-A00B-EBC557B367B9","	Mobily","	Jeddah","	Saudi Arabia","	Apple iPhone","	Apple iPhone 6s","	","	31.166.157.219","	English","	amplitude-ios/4.8.2","	ios 13.5","	","	iOS","	Mecca Region","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	None","	","	2020-06-01 06:25:42.371","	AppStoreSweetLP","	AppStoreSweetLP","	","	","	old","	0","	True","	granted","	male"
"	163130629987","	D04B2946-5CBB-423C-820A-014CC018503F","	T-Mobile","	Tampa","	United States","	Apple iPhone","	Apple iPhone XS Max","	Tampa-St Petersburg (Sarasota), FL","	172.58.173.211","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Florida","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	None","	","	2020-06-01 06:29:15.994","	AppStoreSweetLP","	AppStoreSweetLP","	","	","	old","	0","	True","	granted","	male"
"	163130641677","	626CF978-B9E2-4DB9-8E8D-4CEB9E8FECD2","	MegaFon","	Khabarovsk","	Russia","	Apple iPhone","	Apple iPhone 7","	","	85.26.241.39","	Russian","	amplitude-ios/4.8.2","	ios 13.5","	","	iOS","	Khabarovsk","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	N/A","	","	2020-06-01 06:29:20.315","	Organic","	organic","	","	","	old","	1","	True","	granted","	male"
"	163130929898","	698F8043-BA10-4D74-A365-F6AD1F8C7F6E","	Sprint","	Kissimmee","	United States","	Apple iPhone","	iPhone XR","	Orlando-Daytona Beach, FL","	67.8.184.133","	English","	http/1.0","	ios 13.3.1","	","	iOS","	Florida","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Age, US, Male, 18-24, purchase","	N/A","	test7","	2020-06-01 06:31:54.237","	Organic","	organic","	","	","	old","	1","	False","	","	male"
